"cTribMun";"xTribMun";"Alíquota";"cTribNac";"xTribNac";
"710";"07.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres.";"5%";"071001";"Limpeza, manutenção e conservação de vias e logradouros públicos, parques, jardins e congêneres.";
"710";"07.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres.";"5%";"071002";"Limpeza, manutenção e conservação de imóveis, chaminés, piscinas e congêneres.";
"711";"07.11 - Decoração e jardinagem, inclusive corte e poda de árvores.";"5%";"071101";"Decoração.";
"711";"07.11 - Decoração e jardinagem, inclusive corte e poda de árvores.";"5%";"071102";"Jardinagem, inclusive corte e poda de árvores.";
"712";"07.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos.";"5%";"071201";"Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos.";
"713";"07.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres.";"5%";"071301";"Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres.";
"716";"07.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e por quaisquer meios.";"5%";"071601";"Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e por quaisquer meios.";
"717";"07.17 - Escoramento, contenção de encostas e serviços congêneres.";"5%";"071701";"Escoramento, contenção de encostas e serviços congêneres.";
"718";"07.18 - Limpeza e dragagem de rios, portos, canais, baías, lagos, lagoas, represas, açudes e congêneres.";"5%";"071801";"Limpeza e dragagem de rios, portos, canais, baías, lagos, lagoas, represas, açudes e congêneres.";
"719";"07.19 - Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo.";"5%";"071901";"Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo.";
"7191";"07.19 - Uniprofissional (Acima de 3 sócios) - Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo";"0%";"071901";"Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo.";
"7192";"07.19 - Uniprofissional (Até 3 sócios) - Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo";"0%";"071901";"Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo.";
"720";"07.20 - Aerofotogrametria (inclusive interpretação), cartografia, mapeamento, levantamentos topográficos, batimétricos, geográficos, geodésicos, geológicos, geofísicos e congêneres.";"5%";"072001";"Aerofotogrametria (inclusive interpretação), cartografia, mapeamento e congêneres.";
"720";"07.20 - Aerofotogrametria (inclusive interpretação), cartografia, mapeamento, levantamentos topográficos, batimétricos, geográficos, geodésicos, geológicos, geofísicos e congêneres.";"5%";"072002";"Levantamentos batimétricos, geográficos, geodésicos, geológicos, geofísicos e congêneres.";
"720";"07.20 - Aerofotogrametria (inclusive interpretação), cartografia, mapeamento, levantamentos topográficos, batimétricos, geográficos, geodésicos, geológicos, geofísicos e congêneres.";"5%";"072003";"Levantamentos topográficos e congêneres.";
"721";"07.21 - Pesquisa, perfuração, cimentação, mergulho, perfilagem, concretação, testemunhagem, pescaria, estimulação e outros serviços relacionados com a exploração e explotação de petróleo, gás natural e de outros recursos minerais.";"5%";"072101";"Pesquisa, perfuração, cimentação, mergulho, perfilagem, concretação, testemunhagem, pescaria, estimulação e outros serviços relacionados com a exploração e explotação de petróleo, gás natural e de outros recursos minerais.";
"722";"07.22 - Nucleação e bombardeamento de nuvens e congêneres.";"5%";"072201";"Nucleação e bombardeamento de nuvens e congêneres.";
"801";"08.01 - Ensino regular pré-escolar, fundamental, médio e superior.";"2%";"080101";"Ensino regular pré-escolar, fundamental e médio.";
"801";"08.01 - Ensino regular pré-escolar, fundamental, médio e superior.";"2%";"080102";"Ensino regular superior.";
"802";"08.02 - Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza.";"2%";"080201";"Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza.";
"901";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";"5%";"090101";"Hospedagem em hotéis, hotelaria marítima e congêneres (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"901";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";"5%";"090102";"Hospedagem em pensões, albergues, pousadas, hospedarias, ocupação por temporada com fornecimento de serviços e congêneres (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"901";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";"5%";"090103";"Hospedagem em motéis e congêneres (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"901";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";"5%";"090104";"Hospedagem em apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service e congêneres (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"902";"09.02 - Agenciamento, organização, promoção, intermediação e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";"5%";"090201";"Agenciamento e intermediação de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";
"902";"09.02 - Agenciamento, organização, promoção, intermediação e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";"5%";"090202";"Organização, promoção e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";
"903";"09.03 - Guias de turismo.";"5%";"090301";"Guias de turismo.";
